tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision,max_accuracy
A,10981,0.0,0,0.9830072060287888,0.9855769230769231,0.9808612440191388,0.9830097087378641
B,10981,-1.0,0,0.5267016714482476,0.3894230769230769,0.5586206896551724,0.5364077669902912
C,10981,0.5,5490,0.985436550017674,0.9711538461538461,1.0,0.9854368932038835
C,10981,1.0,10981,0.9830096086436554,0.9711538461538461,0.9950738916256158,0.9830097087378641
C,10981,1.5,16471,1.0,1.0,1.0,1.0
C,10981,2.0,21962,0.9635920185221187,0.9567307692307693,0.9707317073170731,0.9635922330097088
C,10981,3.0,32943,0.9660122092064016,0.9711538461538461,0.9619047619047619,0.9660194174757282
