type,total_data,seed,foreign_mult,total_foreign_data,f1,recall,precision
C,1000,2,9.0,9000,0.6945157454263415,0.744,0.6483346243222309
C,1000,3,9.0,9000,0.7290962972404563,0.7804444444444445,0.6811481768813034
C,1000,1,10.0,10000,0.7368886419226122,0.7822222222222223,0.6907378335949764
C,1000,2,10.0,10000,0.7339917027417027,0.7768888888888889,0.6887312844759653
C,1000,3,10.0,10000,0.7175332424717074,0.7884444444444444,0.6644194756554307
B,2500,1,-1.0,2500,0.588283984243436,0.9617777777777777,0.5506361323155217
B,2500,2,-1.0,2500,0.43014548686454585,0.9813333333333333,0.48957871396895786
B,2500,3,-1.0,2500,0.5101125129215016,0.9795555555555555,0.5171281088690756
A,2500,1,0.0,0,0.6665090309982914,0.7111111111111111,0.622568093385214
A,2500,2,0.0,0,0.6735226674300642,0.7226666666666667,0.6282843894899537
A,2500,3,0.0,0,0.6751670410517336,0.7235555555555555,0.6300309597523219
C,2500,1,0.25,625,0.6895828757074556,0.7422222222222222,0.642802155504234
C,2500,2,0.25,625,0.6743480525432557,0.7244444444444444,0.628858024691358
C,2500,3,0.25,625,0.6751740882453889,0.7271111111111112,0.6292307692307693
C,2500,1,0.5,1250,0.6788605483687251,0.7244444444444444,0.6342412451361867
C,2500,2,0.5,1250,0.6669266761415882,0.7128888888888889,0.6226708074534162
C,2500,3,0.5,1250,0.6710399837822729,0.7164444444444444,0.6267496111975117
C,2500,1,0.75,1875,0.6875223411887876,0.7386666666666667,0.6412037037037037
C,2500,2,0.75,1875,0.6764086741459684,0.728,0.6304849884526559
C,2500,3,0.75,1875,0.6904012257793326,0.7404444444444445,0.6442382057231245
C,2500,1,1.0,2500,0.696979805252831,0.7448888888888889,0.6511266511266511
C,2500,2,1.0,2500,0.7072798050542239,0.7582222222222222,0.6602167182662538
C,2500,3,1.0,2500,0.6904062633050486,0.7431111111111111,0.6435719784449576
C,2500,1,1.5,3750,0.7089052990398281,0.7546666666666667,0.66328125
C,2500,2,1.5,3750,0.707274248129381,0.7564444444444445,0.6607142857142857
C,2500,3,1.5,3750,0.6998307041652336,0.7422222222222222,0.6554160125588697
C,2500,1,2.0,5000,0.7060458446894196,0.7573333333333333,0.6589327146171694
C,2500,2,2.0,5000,0.7204593894411955,0.7751111111111111,0.6718027734976888
C,2500,3,2.0,5000,0.7052280394411421,0.7626666666666667,0.6564651874521805
C,2500,1,3.0,7500,0.740208047267352,0.7911111111111111,0.6920684292379471
C,2500,2,3.0,7500,0.7010892263882297,0.7475555555555555,0.6554949337490257
C,2500,3,3.0,7500,0.7484452399536593,0.8008888888888889,0.6995341614906833
C,2500,1,4.0,10000,0.7575132155950887,0.8186666666666667,0.7052067381316999
C,2500,2,4.0,10000,0.7266364295835283,0.784,0.6768994627782041
C,2500,3,4.0,10000,0.7570897895369161,0.8097777777777778,0.7078477078477079
C,2500,1,5.0,12500,0.753786075865258,0.8035555555555556,0.7056986729117877
C,2500,2,5.0,12500,0.7566794383185151,0.8097777777777778,0.7072981366459627
C,2500,3,5.0,12500,0.7546304959172991,0.8124444444444444,0.7036181678214011
C,2500,1,6.0,15000,0.7628441132080077,0.8133333333333334,0.7142857142857143
C,2500,2,6.0,15000,0.7525648555173907,0.8062222222222222,0.7031007751937984
C,2500,3,6.0,15000,0.7624406391018416,0.8151111111111111,0.7130637636080871
C,2500,1,7.0,17500,0.7640874977562483,0.8168888888888889,0.7146189735614308
C,2500,2,7.0,17500,0.7735524442335073,0.8257777777777778,0.7240841777084958
C,2500,3,7.0,17500,0.7640990134754122,0.8275555555555556,0.7106870229007634
C,2500,1,8.0,20000,0.7772649342306541,0.832,0.7267080745341615
C,2500,2,8.0,20000,0.7780857963187047,0.832,0.7278382581648523
C,2500,3,8.0,20000,0.759936496473486,0.8053333333333333,0.7133858267716535
C,2500,1,9.0,22500,0.7612137113723576,0.8168888888888889,0.7107501933488012
C,2500,2,9.0,22500,0.772744098636066,0.8311111111111111,0.7208943716268311
C,2500,3,9.0,22500,0.7682173734046932,0.8293333333333334,0.7154907975460123
C,2500,1,10.0,25000,0.7838405685939318,0.8355555555555556,0.734375
C,2500,2,10.0,25000,0.7813913709354705,0.8426666666666667,0.728110599078341
C,2500,3,10.0,25000,0.7838615249361995,0.8453333333333334,0.7304147465437788
B,5000,1,-1.0,5000,0.6442397512359985,0.9493333333333334,0.5823336968375137
