tipe,total_data,foreign_mult,total_foreign_data,max_f1,max_recall,max_precision
A,1000,0.25,0,0.5305601423357441,0.7211538461538461,0.5376344086021505
B,1000,0.25,0,0.5453424212917883,0.5817307692307693,0.5475113122171946
C,1000,0.25,250,0.5367957961627765,0.7355769230769231,0.5425531914893617
C,1000,0.5,500,0.5464404099382659,0.7307692307692307,0.5487364620938628
C,1000,0.75,750,0.542691256830601,0.7355769230769231,0.5464285714285714
C,1000,1.0,1000,0.5623757558494888,0.6442307692307693,0.5606694560669456
C,1000,1.5,1500,0.5946387015052876,0.5961538461538461,0.5990338164251208
C,1000,2.0,2000,0.6116413338046425,0.6105769230769231,0.616504854368932
C,1000,3.0,3000,0.6625716625716627,0.6682692307692307,0.6650717703349283
C,1000,4.0,4000,0.7086280056577088,0.6826923076923077,0.7244897959183674
C,1000,5.0,5000,0.7223588385510262,0.7740384615384616,0.706140350877193
C,1000,6.0,6000,0.7330034169906916,0.7211538461538461,0.7425742574257426
C,1000,7.0,7000,0.7398483373166918,0.7740384615384616,0.7285067873303167
C,1000,8.0,8000,0.7492184499010135,0.7980769230769231,0.7312775330396476
C,1000,9.0,9000,0.7426214049976426,0.7163461538461539,0.7602040816326531
C,1000,10.0,10000,0.7545289908505831,0.7836538461538461,0.7442922374429224
